year,CO2 (ppmv),Temperature,Mean CH4,unc
-227488,,-5.87,,
-227471,,,464.0,
-227322,,-7.23,,
-227311,,,473.0,
-227151,,-7.51,,
-226992,,,471.0,
-226972,,-8.12,,
-226816,233.1,,,
-226792,,-8.15,,
-226642,,,490.0,
-226610,,-8.33,,
-226489,234.5,,,
-226430,,-8.18,,
-226297,,,517.0,
-226249,,-8.31,,
-226076,,-7.83,,
-225938,,,491.0,
-225912,,-7.21,,
-225769,235.5,,,
-225741,,-7.77,,
-225582,,,504.0,
-225576,,-7.57,,
-225412,,-7.36,,
-225261,,-6.43,,
-225235,,,503.0,
-225109,,-6.48,,
-224967,,-5.78,,
-224899,215.7,,,
-224823,,-6.24,,
-224763,,,547.0,
-224677,,-6.53,,
-224587,,,547.0,
-224538,,-5.75,,
-224392,,-6.13,,
-224309,203.3,,,
-224306,,,532.0,
-224265,,-4.55,,
-224135,,-5.19,,
-223994,,-6.02,,
-223956,,,556.0,
-223849,,-6.36,,
-223699,,-6.64,,
-223549,,-6.52,,
-223381,,-7.96,,
-223215,,-7.76,,
-223053,,-7.46,,
-222950,,,516.0,
-222887,,-8.01,,
-222737,,,496.0,
-222719,,-7.98,,
-222551,,-8.07,,
-222382,,,476.0,
-222374,,-8.56,,
-222321,205.6,,,
-222204,,-8.08,,
-222027,,-8.65,,
-221918,,,504.0,
-221854,,-8.57,,
-221677,,-8.69,,
-221652,,,464.0,
-221509,,-7.99,,
-221336,,-8.7,,
-221316,,,489.0,
-221179,208.8,,,
-221168,,-8.15,,
-220996,,-8.72,,
-220979,,,543.0,
-220826,,-8.07,,
-220659,,-8.16,,
-220629,,,519.0,
-220589,207.1,,,
-220491,,-8.2,,
-220338,,,528.0,
-220325,,-8.08,,
-220163,,-7.57,,
-220035,,,504.0,
-220012,,-7.01,,
-219859,,-7.38,,
-219747,216.1,,,
-219694,,,495.0,
-219688,,-8.16,,
-219519,,-8.77,,
-219374,,,501.0,
-219368,,-7.03,,
-219215,,-7.47,,
-219068,,-6.96,,
-219038,,,488.0,
-218985,214.1,,,
-218924,,-6.74,,
-218779,,-6.92,,
-218729,,,491.0,
-218639,,-6.52,,
-218494,,-6.89,,
-218426,,,484.0,
-218356,,-6.34,,
-218219,,-6.34,,
-218115,,,477.0,
-218089,,-5.69,,
-217954,,-6.08,,
-217825,,,538.0,
-217821,,-5.98,,
-217687,,-6.11,,
-217565,,-5.29,,
-217543,,,508.0,
-217443,,-5.08,,
-217319,,-5.51,,
-217266,,,489.0,
-217190,,-5.88,,
-217117,240.5,,,
-217072,,-4.96,,
-216998,,,469.0,
-216954,,-4.8,,
-216831,,-5.23,,
-216733,,,461.0,
-216709,,-5.16,,
-216583,,-5.45,,
-216475,,,495.0,
-216461,,-5.25,,
-216341,,-5.0,,
-216250,245.3,,,
-216218,,,460.0,
-216212,,-5.88,,
-216088,,-5.39,,
-215977,,-4.23,,
-215862,,-4.66,,
-215817,,,453.0,
-215745,,-4.77,,
-215744,251.1,,,
-215692,,,445.0,
-215629,,-4.87,,
-215525,,-3.5,,
-215465,251.7,,,
-215456,,,452.0,
-215417,,-4.0,,
-215305,,-4.45,,
-215216,,,443.0,
-215197,,-4.0,,
-215088,,-4.11,,
-214990,,,454.0,
-214980,,-4.04,,
-214914,247.5,,,
-214878,,-3.72,,
-214774,,-3.72,,
-214676,,-2.95,,
-214580,,-2.78,,
-214483,,-2.89,,
-214452,,,480.0,
-214387,,-2.82,,
-214356,242.6,,,
-214288,,-3.19,,
-214191,,-2.9,,
-214098,,-2.5,,
-214006,,-2.39,,
-213965,,,457.0,
-213962,240.3,,,
-213915,,-2.22,,
-213825,,-2.51,,
-213736,,-2.01,,
-213648,,-2.25,,
-213563,,-1.46,,
-213481,,,506.0,
-213477,,-1.7,,
-213391,,-1.64,,
-213308,,-1.77,,
-213226,,-1.17,,
-213143,,-1.39,,
-213130,241.4,,,
-213061,,-1.0,,
-213015,,,569.0,
-212974,,-2.25,,
-212892,,-1.39,,
-212805,,-1.83,,
-212717,,-1.92,,
-212629,,-1.98,,
-212569,,,561.0,
-212541,,-1.81,,
-212451,,-2.09,,
-212358,,-2.59,,
-212269,,-1.86,,
-212208,251.2,,,
-212176,,-2.5,,
-212102,,,591.0,
-212086,,-2.67,,
-211999,,-1.76,,
-211914,,-1.41,,
-211825,,-1.98,,
-211728,,-3.02,,
-211638,,,574.0,
-211633,,-2.7,,
-211541,,-2.75,,
-211452,,-1.93,,
-211380,243.4,,,
-211363,,-1.96,,
-211272,,-2.38,,
-211186,,-1.58,,
-211179,,,573.0,
-211098,,-1.89,,
-211007,,-2.3,,
-210917,,-2.0,,
-210829,,-1.99,,
-210742,,,586.0,
-210741,,-1.81,,
-210652,,-2.27,,
-210583,257.4,,,
-210558,,-2.59,,
-210465,,-2.62,,
-210373,,-2.14,,
-210311,,,583.0,
-210279,,-2.75,,
-210193,,-1.5,,
-210128,239.5,,,
-210104,,-2.01,,
-210016,,-1.74,,
-209927,,-2.03,,
-209852,,,577.0,
-209835,,-2.34,,
-209750,,-2.01,,
-209666,,-2.48,,
-209627,246.9,,,
-209577,,-2.05,,
-209487,,-2.06,,
-209403,,-1.39,,
-209400,,,593.0,
-209320,,-1.07,,
-209229,,-2.33,,
-209142,,-1.76,,
-209108,252.0,,,
-209059,,-1.11,,
-208976,,-1.12,,
-208954,,,579.0,
-208888,,-2.01,,
-208882,247.2,,,
-208795,,-2.43,,
-208707,,-1.8,,
-208621,,-2.21,,
-208537,,-1.29,,
-208528,,,558.0,
-208453,,-1.27,,
-208368,,-1.55,,
-208284,,-1.39,,
-208225,243.9,,,
-208207,,-0.24,,
-208125,,-1.84,,
-208103,,,565.0,
-208040,,-1.49,,
-208016,244.6,,,
-207953,,-1.77,,
-207867,,-1.35,,
-207778,,-2.24,,
-207692,,-1.46,,
-207663,,,548.0,
-207600,,-2.39,,
-207514,,-1.4,,
-207495,242.2,,,
-207423,,-2.19,,
-207330,,-2.53,,
-207241,,-1.8,,
-207203,,,532.0,
-207150,,-2.32,,
-207132,240.5,,,
-207063,,-1.67,,
-206976,,-1.64,,
-206884,,-2.38,,
-206871,230.0,,,
-206792,,-2.24,,
-206763,,,511.0,
-206705,,-1.69,,
-206615,,-1.95,,
-206520,,-2.74,,
-206426,,-2.61,,
-206403,,,515.0,
-206331,,-2.62,,
-206324,237.2,,,
-206240,,-2.19,,
-206158,238.1,,,
-206147,,-2.41,,
-206053,,-2.35,,
-205958,,-2.87,,
-205865,,-2.29,,
-205836,,,504.0,
-205773,,-2.39,,
-205684,,-2.46,,
-205672,231.4,,,
-205587,,-2.98,,
-205491,,-2.76,,
-205390,,-3.27,,
-205390,,,513.0,
-205291,,-3.08,,
-205290,229.4,,,
-205194,,-2.94,,
-205097,,-2.89,,
-204999,,-2.98,,
-204946,226.3,,,
-204902,,,499.0,
-204895,,-3.77,,
-204798,,-2.75,,
-204699,,-3.23,,
-204601,,-3.06,,
-204508,,-2.22,,
-204413,,-2.6,,
-204409,228.6,,,
-204401,,,487.0,
-204315,,-3.01,,
-204215,,-3.24,,
-204114,,-3.29,,
-204012,,-3.53,,
-203994,232.2,,,
-203932,,,506.0,
-203911,,-3.41,,
-203813,,-3.02,,
-203715,,-3.0,,
-203625,231.9,,,
-203611,,-3.89,,
-203515,,-2.67,,
-203426,,,490.0,
-203415,,-3.4,,
-203314,,-3.4,,
-203253,244.4,,,
-203213,,-3.35,,
-203111,,-3.43,,
-203010,,-3.31,,
-202936,,,488.0,
-202904,,-3.97,,
-202793,,-4.54,,
-202687,,-3.93,,
-202587,,-3.34,,
-202477,,-4.02,,
-202401,,,462.0,
-202368,,-4.34,,
-202260,,-4.09,,
-202147,,-4.78,,
-202029,,-4.92,,
-201921,,-4.21,,
-201892,247.6,,,
-201847,,,493.0,
-201810,,-4.48,,
-201697,,-4.82,,
-201584,,-4.74,,
-201476,,-4.11,,
-201359,,-5.14,,
-201302,,,436.0,
-201250,,-4.22,,
-201139,,-4.71,,
-201024,,-4.93,,
-200914,,-4.67,,
-200811,,-3.58,,
-200794,239.1,,,
-200726,,,489.0,
-200706,,-4.14,,
-200598,,-4.33,,
-200497,,-3.69,,
-200399,,-3.24,,
-200298,,-3.69,,
-200213,,,466.0,
-200197,,-3.7,,
-200094,,-3.88,,
-200000,,-2.92,,
-199904,,-3.22,,
-199809,,-2.94,,
-199802,250.9,,,
-199716,,-2.94,,
-199709,,,541.0,
-199626,,-2.5,,
-199542,,-1.68,,
-199458,,-1.78,,
-199373,,-2.1,,
-199344,,,539.0,
-199283,,-2.51,,
-199187,,-3.17,,
-199105,,-1.42,,
-199018,,-2.29,,
-198931,,-2.26,,
-198844,,-2.13,,
-198791,,,530.0,
-198758,,-2.21,,
-198674,,-1.73,,
-198586,,-2.41,,
-198497,,-2.47,,
-198408,,-2.43,,
-198398,,,539.0,
-198318,,-2.63,,
-198229,,-2.55,,
-198146,,-1.65,,
-198059,,-2.29,,
-197975,,-1.93,,
-197892,,-1.73,,
-197811,,-1.37,,
-197722,,-2.68,,
-197633,,-2.64,,
-197546,,-2.28,,
-197460,,-2.17,,
-197400,,,627.0,
-197372,,-2.46,,
-197287,,-2.04,,
-197200,,-2.38,,
-197114,,-2.25,,
-197028,,-2.19,,
-196988,242.6,,,
-196954,,,668.0,
-196940,,-2.51,,
-196850,,-2.86,,
-196765,,-2.29,,
-196686,,-1.81,,
-196604,,-1.71,,
-196515,,,609.0,
-196515,,-2.74,,
-196426,,-2.58,,
-196377,241.2,,,
-196331,,-3.61,,
-196243,,-2.6,,
-196157,,-2.16,,
-196086,,,598.0,
-196068,,-2.67,,
-195978,,-2.86,,
-195887,,-2.92,,
-195795,,-3.1,,
-195706,,-2.76,,
-195637,226.4,,,
-195632,,,579.0,
-195618,,-3.0,,
-195523,,-3.57,,
-195427,,-3.57,,
-195332,,-3.43,,
-195239,,-3.2,,
-195165,,,589.0,
-195141,,-3.68,,
-195043,,-3.87,,
-194943,,-3.96,,
-194841,,-4.2,,
-194736,,-4.59,,
-194666,,,564.0,
-194629,,-4.81,,
-194532,,-4.39,,
-194427,,-4.9,,
-194324,,-4.56,,
-194218,,-4.96,,
-194154,,,548.0,
-194117,,-3.8,,
-194010,,-4.93,,
-193902,,-4.91,,
-193849,220.0,,,
-193792,,-5.15,,
-193691,,-4.47,,
-193655,,,534.0,
-193595,,-5.35,,
-193483,,-5.05,,
-193374,,-5.06,,
-193263,,-5.35,,
-193176,226.5,,,
-193155,,-4.88,,
-193113,,,530.0,
-193043,,-5.34,,
-192919,,-6.57,,
-192803,,-5.67,,
-192685,,-5.98,,
-192565,,-6.21,,
-192550,,,488.0,
-192444,,-6.2,,
-192318,,-6.79,,
-192199,,-5.95,,
-192069,,-7.26,,
-191965,,,472.0,
-191947,,-6.22,,
-191819,,-6.99,,
-191695,,-6.81,,
-191570,,-6.75,,
-191446,,-6.6,,
-191329,,,493.0,
-191313,,-7.47,,
-191189,,-6.58,,
-191124,218.0,,,
-191078,,-5.43,,
-190962,,-6.02,,
-190844,,-6.17,,
-190742,,,503.0,
-190722,,-6.64,,
-190605,,-5.96,,
-190485,,-6.51,,
-190382,,-4.77,,
-190280,,-4.67,,
-190176,,-4.94,,
-190150,,,512.0,
-190075,,-4.75,,
-190014,220.3,,,
-189966,,-5.74,,
-189855,,-5.48,,
-189732,,-6.93,,
-189652,,,496.0,
-189613,,-6.28,,
-189489,,-6.91,,
-189366,,-6.74,,
-189304,231.4,,,
-189238,,-7.27,,
-189120,,,471.0,
-189111,,-7.18,,
-188986,,-6.97,,
-188849,,-8.06,,
-188721,,-7.08,,
-188585,,-8.01,,
-188450,,-7.99,,
-188325,,-7.02,,
-188309,,,470.0,
-188205,,-6.71,,
-188089,,-6.31,,
-187961,,-7.43,,
-187856,231.3,,,
-187841,,-6.66,,
-187723,,-6.51,,
-187651,,,432.0,
-187608,,-6.27,,
-187489,,-6.73,,
-187370,,-6.73,,
-187257,,-6.11,,
-187145,,-6.11,,
-187073,,,423.0,
-187039,,-5.45,,
-186921,,-6.62,,
-186806,,-6.2,,
-186694,,-6.12,,
-186578,,-6.58,,
-186547,,,425.0,
-186487,210.7,,,
-186471,,-5.57,,
-186364,,-5.64,,
-186257,,-5.69,,
-186151,,-5.69,,
-186059,,-4.03,,
-185981,,,462.0,
-185966,,-4.32,,
-185876,,-3.89,,
-185782,,-4.38,,
-185682,,-5.02,,
-185582,,-5.09,,
-185475,,-5.83,,
-185466,,,446.0,
-185369,,-5.62,,
-185263,,-5.54,,
-185149,,-6.63,,
-185033,,-6.63,,
-184962,,,437.0,
-184916,,-6.75,,
-184797,,-7.03,,
-184683,,-6.47,,
-184562,,-7.33,,
-184461,203.4,,,
-184448,,-7.69,,
-184322,,-7.65,,
-184256,,,447.0,
-184195,,-7.77,,
-184067,,-7.84,,
-183938,,-7.89,,
-183804,,-8.34,,
-183671,,-8.22,,
-183593,,,459.0,
-183537,,-8.41,,
-183402,,-8.5,,
-183278,,-7.51,,
-183151,,-7.87,,
-183017,,-8.35,,
-182905,,,476.0,
-182881,,-8.66,,
-182738,,-9.15,,
-182604,,-8.43,,
-182465,,-8.82,,
-182421,199.7,,,
-182325,,-9.04,,
-182258,,,514.0,
-182193,,-8.35,,
-182059,,-8.55,,
-181927,,-8.31,,
-181789,,-8.84,,
-181766,,,532.0,
-181647,,-9.2,,
-181511,,-9.26,,
-181381,,-8.32,,
-181307,198.1,,,
-181245,,-9.23,,
-181112,,-8.77,,
-180979,,-8.84,,
-180965,,,530.0,
-180848,,-8.74,,
-180712,,-8.84,,
-180583,,-8.41,,
-180457,,-8.51,,
-180323,,,528.0,
-180319,,-8.02,,
-180246,217.7,,,
-180182,,-8.89,,
-180050,,-9.24,,
-179918,,-8.55,,
-179779,,-9.06,,
-179652,,-9.08,,
-179614,,,496.0,
-179534,,-8.32,,
-179400,,-8.79,,
-179352,213.2,,,
-179264,,-9.0,,
-179135,,-8.29,,
-179069,,,496.0,
-179006,,-8.49,,
-178879,,-8.1,,
-178747,,-9.02,,
-178615,,-8.68,,
-178484,,-8.6,,
-178359,,-8.26,,
-178270,,,490.0,
-178240,,-7.47,,
-178112,,-8.39,,
-177983,,-8.95,,
-177923,207.7,,,
-177868,,-7.13,,
-177744,,-8.2,,
-177627,,,452.0,
-177612,,-8.58,,
-177482,,-8.83,,
-177357,,-8.16,,
-177232,,-8.68,,
-177110,,-8.03,,
-176993,,-7.46,,
-176969,,,483.0,
-176882,,-7.05,,
-176772,,-6.92,,
-176662,,-7.0,,
-176560,,-5.93,,
-176471,,,479.0,
-176454,,-6.69,,
-176348,,-6.54,,
-176244,,-6.32,,
-176145,,-5.85,,
-176043,,-5.99,,
-175948,,-5.4,,
-175851,,-5.71,,
-175828,,,542.0,
-175779,190.1,,,
-175750,,-5.84,,
-175634,,-7.93,,
-175583,189.4,,,
-175528,,-6.61,,
-175425,,-6.76,,
-175318,,-6.84,,
-175301,,,550.0,
-175215,,-6.33,,
-175114,,-5.61,,
-175008,,-6.79,,
-174903,190.3,,,
-174898,,-6.94,,
-174777,,-8.11,,
-174724,,,547.0,
-174660,,-8.28,,
-174537,,-8.28,,
-174407,,-8.87,,
-174279,,-8.68,,
-174153,,-8.53,,
-174079,,,499.0,
-174025,,-8.6,,
-173891,,-9.23,,
-173883,196.0,,,
-173762,,-8.87,,
-173632,,-8.89,,
-173511,,-8.15,,
-173392,,-7.95,,
-173391,,,466.0,
-173277,,-7.62,,
-173163,,-7.46,,
-173040,,-8.41,,
-172923,,-7.87,,
-172810,,-7.37,,
-172789,,,471.0,
-172692,,-7.98,,
-172578,,-7.56,,
-172492,197.7,,,
-172460,,-8.38,,
-172341,,-7.81,,
-172236,,,457.0,
-172221,,-8.12,,
-172102,,-7.99,,
-171983,,-8.07,,
-171861,,-8.32,,
-171735,,-8.7,,
-171683,,,427.0,
-171614,,-8.18,,
-171493,,-8.17,,
-171378,,-7.61,,
-171260,,-8.14,,
-171189,,,456.0,
-171147,,-7.4,,
-171025,,-8.46,,
-170911,,-7.64,,
-170798,,-7.46,,
-170681,,-6.71,,
-170570,,-7.45,,
-170480,,,433.0,
-170464,,-6.76,,
-170358,,-7.1,,
-170258,,-6.1,,
-170155,,-6.68,,
-170058,,-5.84,,
-169989,197.8,,,
-169961,,-5.92,,
-169860,,-6.64,,
-169761,,-6.03,,
-169659,,-6.55,,
-169555,,-6.97,,
-169444,,-7.4,,
-169397,,,480.0,
-169325,,-8.28,,
-169206,,-8.13,,
-169085,,-8.56,,
-168965,,-8.44,,
-168849,,-8.18,,
-168816,,,484.0,
-168732,,-8.12,,
-168619,,-8.27,,
-168506,,-8.12,,
-168393,,-8.31,,
-168275,,-8.13,,
-168213,,,448.0,
-168159,,-7.91,,
-168046,,-7.65,,
-167930,,-8.03,,
-167828,,-6.59,,
-167725,,-6.64,,
-167615,,-7.54,,
-167603,,,442.0,
-167564,196.6,,,
-167503,,-7.63,,
-167392,,-7.53,,
-167289,,-6.79,,
-167188,,-6.49,,
-167087,,-6.58,,
-167051,,,478.0,
-166987,,-6.46,,
-166880,,-7.89,,
-166795,183.8,,,
-166769,,-8.14,,
-166666,,-6.68,,
-166565,,-6.46,,
-166542,,,445.0,
-166463,,-7.09,,
-166358,,-6.76,,
-166263,,-5.83,,
-166166,,-6.06,,
-166065,,-6.79,,
-166061,,,496.0,
-165965,,-6.32,,
-165964,186.7,,,
-165859,,-7.16,,
-165750,,-7.41,,
-165636,,-7.95,,
-165540,,,495.0,
-165531,,-6.98,,
-165430,,-7.34,,
-165320,,-7.56,,
-165210,,-7.54,,
-165100,,-7.61,,
-164991,,-7.38,,
-164957,,,479.0,
-164874,,-8.88,,
-164834,190.1,,,
-164755,,-8.34,,
-164635,,-8.6,,
-164523,,-7.63,,
-164408,,-8.15,,
-164360,,,449.0,
-164294,,-8.54,,
-164193,191.6,,,
-164168,,-9.08,,
-164052,,-8.0,,
-163936,,-8.19,,
-163817,,-8.39,,
-163783,,,433.0,
-163696,,-8.73,,
-163579,,-8.19,,
-163467,,-7.77,,
-163347,,-8.64,,
-163226,,-8.92,,
-163198,,,424.0,
-163100,,-9.19,,
-162983,,-8.25,,
-162863,,-8.54,,
-162742,,-8.75,,
-162621,,-8.62,,
-162599,,,384.0,
-162503,,-8.38,,
-162384,196.5,,,
-162377,,-9.12,,
-162247,,-9.49,,
-162124,,-8.93,,
-162024,,,393.0,
-162002,,-9.28,,
-161908,204.3,,,
-161885,,-8.4,,
-161780,,-7.12,,
-161672,,-7.4,,
-161555,,-8.52,,
-161443,,-8.58,,
-161415,,,417.0,
-161339,,-7.12,,
-161232,,-7.45,,
-161130,,-6.92,,
-161029,,-6.88,,
-160927,,-6.97,,
-160896,,,411.0,
-160824,,-6.83,,
-160721,,-7.82,,
-160620,,-7.32,,
-160525,,-6.17,,
-160425,,-6.91,,
-160371,,,442.0,
-160327,,-6.21,,
-160227,,-6.47,,
-160126,,-6.39,,
-160024,,-6.62,,
-159926,,-6.73,,
-159840,,,413.0,
-159813,,-7.54,,
-159712,,-6.93,,
-159608,,-7.24,,
-159493,,-8.13,,
-159389,,,424.0,
-159379,,-8.87,,
-159260,,-9.04,,
-159147,,-8.0,,
-159030,,-8.23,,
-158917,,-8.1,,
-158806,,-8.02,,
-158693,,-8.17,,
-158661,,,410.0,
-158589,,-7.57,,
-158482,,-7.57,,
-158373,,-7.7,,
-158258,,-7.39,,
-158204,187.5,,,
-158156,,-7.47,,
-158058,,,415.0,
-158052,,-7.46,,
-157947,,-7.96,,
-157845,,-7.58,,
-157766,185.5,,,
-157741,,-7.38,,
-157638,,-7.3,,
-157540,,-6.93,,
-157526,,,407.0,
-157436,,-6.99,,
-157348,,-7.49,,
-157250,,-6.86,,
-157154,,-5.74,,
-157060,,-6.52,,
-157048,,,440.0,
-156961,,-6.06,,
-156863,,-7.29,,
-156762,,-7.57,,
-156716,189.0,,,
-156657,,-7.92,,
-156570,,,407.0,
-156546,,-8.11,,
-156446,,-9.07,,
-156342,,-9.73,,
-156242,,-9.02,,
-156141,,-8.95,,
-156047,,,410.0,
-156021,,-9.04,,
-155905,,-8.48,,
-155791,,-8.82,,
-155677,,-8.41,,
-155563,,-8.27,,
-155481,,,400.0,
-155441,,-9.16,,
-155316,,-9.52,,
-155199,,-8.64,,
-155081,,-8.77,,
-154965,,-8.94,,
-154849,,-8.53,,
-154833,,,422.0,
-154723,,-9.61,,
-154603,,-8.96,,
-154486,,-8.78,,
-154356,189.38,,,
-154356,,-9.58,,
-154224,,-10.03,,
-154208,,,399.0,
-154094,,-9.92,,
-153975,,-8.99,,
-153859,,-8.62,,
-153747,,-8.38,,
-153634,,-8.36,,
-153615,,,407.0,
-153513,,-9.25,,
-153398,,-8.53,,
-153285,,-8.48,,
-153167,,-8.93,,
-153072,,,385.0,
-153047,,-9.09,,
-152939,196.3,,,
-152931,,-8.72,,
-152812,,-9.03,,
-152691,,-9.28,,
-152576,,-8.63,,
-152515,,,393.0,
-152464,,-8.43,,
-152354,,-8.19,,
-152246,,-8.03,,
-152128,,-9.0,,
-152010,,-9.1,,
-151972,,,403.0,
-151898,,-8.36,,
-151824,198.78,,,
-151791,,-7.97,,
-151685,,-7.64,,
-151579,,-7.89,,
-151472,,-7.91,,
-151388,,,402.0,
-151360,,-8.65,,
-151252,,-8.07,,
-151146,,-7.88,,
-151041,,-7.88,,
-150947,,-7.83,,
-150840,,-8.14,,
-150831,,,413.0,
-150739,,-7.45,,
-150643,,-7.17,,
-150542,,-7.4,,
-150439,,-7.66,,
-150411,,,426.0,
-150338,,-7.43,,
-150235,,-7.61,,
-150130,,-7.93,,
-150026,,-7.81,,
-149922,,-7.76,,
-149819,,-7.65,,
-149765,,,422.0,
-149716,,-7.7,,
-149615,,-7.6,,
-149516,,-7.01,,
-149494,202.35,,,
-149412,,-8.11,,
-149313,,-7.16,,
-149233,,,432.0,
-149212,,-7.42,,
-149109,,-7.77,,
-149007,,-7.66,,
-148907,,-7.43,,
-148806,,-7.53,,
-148707,,-7.31,,
-148698,,,400.0,
-148644,202.51,,,
-148606,,-7.55,,
-148506,,-7.55,,
-148409,,-7.04,,
-148312,,-7.17,,
-148217,,-6.92,,
-148176,,,404.0,
-148122,,-6.96,,
-148026,,-7.0,,
-147929,,-7.14,,
-147834,,-6.92,,
-147731,,-7.84,,
-147686,,,441.0,
-147636,,-6.91,,
-147533,,-7.86,,
-147516,201.78,,,
-147429,,-7.86,,
-147320,,-8.49,,
-147240,,,433.0,
-147213,,-8.09,,
-147106,,-8.31,,
-147000,,-8.14,,
-146898,,-7.65,,
-146791,,-8.31,,
-146683,,-8.38,,
-146632,,,428.0,
-146577,,-8.15,,
-146474,,-7.94,,
-146377,,-7.15,,
-146283,195.81,,,
-146277,,-7.66,,
-146173,,-8.2,,
-146084,,,471.0,
-146074,,-7.35,,
-145976,,-7.33,,
-145871,,-8.07,,
-145760,,-8.8,,
-145650,,-8.49,,
-145559,,,423.0,
-145537,,-8.87,,
-145426,,-8.78,,
-145316,,-8.62,,
-145210,,-8.26,,
-145110,,-7.54,,
-145098,,,421.0,
-145008,,-7.9,,
-144907,,-7.65,,
-144803,,-8.33,,
-144714,,-6.82,,
-144612,,-8.18,,
-144509,,-7.97,,
-144483,,,410.0,
-144402,,-8.33,,
-144294,,-8.48,,
-144190,,-8.09,,
-144158,193.59,,,
-144092,,-7.38,,
-144079,,,402.0,
-143981,,-8.82,,
-143865,,-9.29,,
-143754,,-8.8,,
-143646,,-8.39,,
-143534,,-8.99,,
-143449,,,391.0,
-143432,,-7.92,,
-143328,,-8.1,,
-143223,,-8.22,,
-143112,,-8.96,,
-143009,,-7.91,,
-142904,,-8.27,,
-142884,,,375.0,
-142849,196.02,,,
-142797,,-8.47,,
-142695,,-7.93,,
-142588,,-8.47,,
-142482,,-8.34,,
-142378,,-8.3,,
-142352,,,401.0,
-142278,,-7.64,,
-142175,,-8.07,,
-142065,,-8.87,,
-141952,,-9.09,,
-141849,,,401.0,
-141846,,-8.35,,
-141733,,-9.1,,
-141701,194.59,,,
-141627,,-8.51,,
-141529,,-7.5,,
-141426,,-8.04,,
-141315,,-9.04,,
-141260,,,385.0,
-141205,,-8.84,,
-141095,,-8.91,,
-140991,,-8.23,,
-140892,,-7.66,,
-140827,,,375.0,
-140789,,-8.27,,
-140686,,-8.15,,
-140578,,-8.71,,
-140470,,-8.61,,
-140410,196.51,,,
-140357,,-9.29,,
-140248,,-8.78,,
-140217,,,368.0,
-140143,,-8.42,,
-140043,,-7.82,,
-139937,,-8.51,,
-139837,,-7.95,,
-139736,,-8.0,,
-139668,,,359.0,
-139622,,-9.33,,
-139514,,-8.81,,
-139408,,-8.38,,
-139300,,-8.84,,
-139192,,-8.76,,
-139125,,,349.0,
-139080,,-9.17,,
-138968,,-9.13,,
-138858,,-9.02,,
-138751,,-8.67,,
-138640,,-9.06,,
-138568,,,342.0,
-138538,,-8.22,,
-138433,,-8.47,,
-138322,,-9.11,,
-138212,,-9.19,,
-138109,,-8.01,,
-138021,,,358.0,
-138000,,-9.13,,
-137999,192.75,,,
-137895,,-8.48,,
-137784,,-9.14,,
-137677,,-8.85,,
-137571,,-8.57,,
-137466,,-8.54,,
-137455,,,432.0,
-137360,,-8.77,,
-137251,,-9.32,,
-137142,,-8.94,,
-137032,,-9.07,,
-136920,,-9.43,,
-136919,,,368.0,
-136884,198.55,,,
-136813,,-8.78,,
-136709,,-9.01,,
-136603,,-8.85,,
-136503,,-7.93,,
-136501,,,406.0,
-136400,,-8.53,,
-136297,,-8.49,,
-136197,,-8.06,,
-136096,,-8.33,,
-135997,,-7.77,,
-135897,,-8.19,,
-135869,,,395.0,
-135813,199.18,,,
-135793,,-8.59,,
-135696,,-8.35,,
-135597,,-7.77,,
-135575,,,395.0,
-135497,,-8.11,,
-135397,,-8.28,,
-135303,,-7.46,,
-135208,,-7.44,,
-135105,,-8.68,,
-135003,,-8.46,,
-134903,,-8.12,,
-134856,,,375.0,
-134801,,-8.51,,
-134706,,-8.27,,
-134615,203.74,,,
-134602,,-8.77,,
-134497,,-8.73,,
-134422,,,409.0,
-134395,,-8.48,,
-134297,,-7.89,,
-134197,,-8.39,,
-134105,,-7.39,,
-134017,,-6.54,,
-133925,,-7.47,,
-133853,,,382.0,
-133829,,-8.01,,
-133741,,-6.83,,
-133642,,-7.15,,
-133546,,-7.8,,
-133451,,-7.73,,
-133356,,-7.77,,
-133352,,,404.0,
-133263,,-7.66,,
-133174,,-6.99,,
-133086,,-8.34,,
-132999,,-6.88,,
-132916,,-6.29,,
-132850,,,415.0,
-132835,,-6.07,,
-132753,,-6.31,,
-132673,,-5.76,,
-132595,,-5.79,,
-132572,212.43,,,
-132516,,-5.89,,
-132439,,,436.0,
-132439,,-5.47,,
-132362,,-5.48,,
-132285,,-5.61,,
-132213,,-4.65,,
-132137,,-5.7,,
-132063,,-5.18,,
-132034,,,428.0,
-131991,,-4.84,,
-131919,,-5.02,,
-131852,,-3.66,,
-131825,222.74,,,
-131779,,-5.32,,
-131707,,-4.8,,
-131653,,,506.0,
-131638,,-4.48,,
-131574,,-3.7,,
-131511,,-2.99,,
-131447,,-3.57,,
-131377,,-4.68,,
-131308,,-4.71,,
-131289,,,449.0,
-131244,,-3.21,,
-131183,,-3.03,,
-131117,,-4.13,,
-131049,,-4.35,,
-130985,,-3.55,,
-130981,224.63,,,
-130926,,,460.0,
-130921,,-3.74,,
-130858,,-3.27,,
-130796,,-3.46,,
-130759,228.0,,,
-130737,,-2.73,,
-130673,,-3.27,,
-130613,,-3.14,,
-130596,,,462.0,
-130556,,-2.13,,
-130499,,-3.15,,
-130443,,-2.28,,
-130386,,-2.32,,
-130331,,-2.1,,
-130279,,-1.33,,
